Data,Type,data_type,data_shape,data_size
AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH4/FileRead,Group,,,
AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH4/FileRead/channelRead,Dataset,int32,"(1,)",1
AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH4/FileRead/dataAxis,Dataset,float64,"(2000,)",2000
AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH4/FileRead/dataValue,Dataset,float64,"(2000,)",2000
AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH4/FileRead/fileCount,Dataset,int32,"(1,)",1
AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH4/FileRead/fileName,Dataset,|S29,"(1,)",1
AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH4/FileRead/fileReadDelay,Dataset,int64,"(1,)",1
AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH4/FileRead/fileTime,Dataset,int64,"(1,)",1
AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH4/FileRead/headerName,Dataset,|S17,"(100,)",100
AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH4/FileRead/headerValue,Dataset,|S16,"(100,)",100
AwakeEventData/TSG40.AWAKE-LASER-CORRELATOR,Group,,,
AwakeEventData/TSG40.AWAKE-LASER-CORRELATOR/FileRead,Group,,,
AwakeEventData/TSG40.AWAKE-LASER-CORRELATOR/FileRead/dataAcquisitionTime,Dataset,int64,"(1,)",1
AwakeEventData/TSG40.AWAKE-LASER-CORRELATOR/FileRead/dataAmplitude,Dataset,float64,"(768,)",768
AwakeEventData/TSG40.AWAKE-LASER-CORRELATOR/FileRead/dataDelay,Dataset,float64,"(768,)",768
AwakeEventData/TSG40.AWAKE-LASER-CORRELATOR/FileRead/dataImage,Dataset,int16,"(768, 576)",442368
AwakeEventData/TSG40.AWAKE-LASER-CORRELATOR/FileRead/fileCount,Dataset,int32,"(1,)",1
AwakeEventData/TSG40.AWAKE-LASER-CORRELATOR/FileRead/fileName,Dataset,|S17,"(1,)",1
AwakeEventData/TSG40.AWAKE-LASER-CORRELATOR/FileRead/fileTime,Dataset,int64,"(1,)",1
AwakeEventData/TSG40.AWAKE-LASER-CORRELATOR/FileRead/fittedAmplitude,Dataset,float64,"(768,)",768
AwakeEventData/TSG40.AWAKE-LASER-CORRELATOR/FileRead/pulseWidth,Dataset,float64,"(1,)",1
AwakeEventData/TSG41.AWAKE-CTR-PHOTOMIXER,Group,,,
AwakeEventData/TSG41.AWAKE-CTR-PHOTOMIXER/NameAcquisition,Group,,,
AwakeEventData/TSG41.AWAKE-CTR-PHOTOMIXER/NameAcquisition/nameValue,Dataset,|S45,"(100,)",100
AwakeEventData/TSG41.AWAKE-CTR-PHOTOMIXER/ValueAcquisition,Group,,,
AwakeEventData/TSG41.AWAKE-CTR-PHOTOMIXER/ValueAcquisition/floatValue,Dataset,float64,"(100,)",100
AwakeEventData/TSG41.AWAKE-CTR-WR4-WR8-MIXERS,Group,,,
AwakeEventData/TSG41.AWAKE-CTR-WR4-WR8-MIXERS/NameAcquisition,Group,,,
AwakeEventData/TSG41.AWAKE-CTR-WR4-WR8-MIXERS/NameAcquisition/nameValue,Dataset,|S19,"(100,)",100
AwakeEventData/TSG41.AWAKE-CTR-WR4-WR8-MIXERS/ValueAcquisition,Group,,,
AwakeEventData/TSG41.AWAKE-CTR-WR4-WR8-MIXERS/ValueAcquisition/floatValue,Dataset,float64,"(100,)",100
AwakeEventData/TSG41.AWAKE-CTRHET-VDI,Group,,,
AwakeEventData/TSG41.AWAKE-CTRHET-VDI/FileRead,Group,,,
AwakeEventData/TSG41.AWAKE-CTRHET-VDI/FileRead/fileCount,Dataset,int32,"(1,)",1
AwakeEventData/TSG41.AWAKE-CTRHET-VDI/FileRead/fileName,Dataset,|S42,"(1,)",1
AwakeEventData/TSG41.AWAKE-CTRHET-VDI/FileRead/fileReadDelay,Dataset,int64,"(1,)",1
AwakeEventData/TSG41.AWAKE-CTRHET-VDI/FileRead/fileTime,Dataset,int64,"(1,)",1
AwakeEventData/TSG41.AWAKE-CTRHET-VDI/FileRead/floatValue,Dataset,float64,"(1,)",1
AwakeEventData/TSG41.AWAKE-CTRHET-VDI/FileRead/integerValue,Dataset,int64,"(1,)",1
AwakeEventData/TSG41.AWAKE-CTRHET-VDI/FileRead/stringValue,Dataset,|S4,"(1,)",1
AwakeEventData/TSG41.AWAKE-CTRHET-WR8,Group,,,
AwakeEventData/TSG41.AWAKE-CTRHET-WR8/FileRead,Dataset,|S166,(),1
AwakeEventData/TSG41.AWAKE-DENSITY-DATA,Group,,,
AwakeEventData/TSG41.AWAKE-DENSITY-DATA/NameAcquisition,Group,,,
AwakeEventData/TSG41.AWAKE-DENSITY-DATA/NameAcquisition/nameValue,Dataset,|S18,"(100,)",100
AwakeEventData/TSG41.AWAKE-DENSITY-DATA/ValueAcquisition,Group,,,
AwakeEventData/TSG41.AWAKE-DENSITY-DATA/ValueAcquisition/floatValue,Dataset,float64,"(100,)",100
AwakeEventData/TSG41.AWAKE-GUI-SUPPORT,Group,,,
AwakeEventData/TSG41.AWAKE-GUI-SUPPORT/NameAcquisition,Group,,,
AwakeEventData/TSG41.AWAKE-GUI-SUPPORT/NameAcquisition/nameValue,Dataset,|S20,"(100,)",100
AwakeEventData/TSG41.AWAKE-GUI-SUPPORT/ValueAcquisition,Group,,,
AwakeEventData/TSG41.AWAKE-GUI-SUPPORT/ValueAcquisition/floatValue,Dataset,float64,"(100,)",100
AwakeEventData/TSG41.AWAKE-LASER-DATA,Group,,,
AwakeEventData/TSG41.AWAKE-LASER-DATA/NameAcquisition,Group,,,
AwakeEventData/TSG41.AWAKE-LASER-DATA/NameAcquisition/nameValue,Dataset,|S55,"(100,)",100
AwakeEventData/TSG41.AWAKE-LASER-DATA/ValueAcquisition,Group,,,
AwakeEventData/TSG41.AWAKE-LASER-DATA/ValueAcquisition/floatValue,Dataset,float64,"(100,)",100
AwakeEventData/TSG41.AWAKE-TWO-SCREEN-MEAS,Group,,,
AwakeEventData/TSG41.AWAKE-TWO-SCREEN-MEAS/NameAcquisition,Group,,,
AwakeEventData/TSG41.AWAKE-TWO-SCREEN-MEAS/NameAcquisition/nameValue,Dataset,|S19,"(100,)",100
AwakeEventData/TSG41.AWAKE-TWO-SCREEN-MEAS/ValueAcquisition,Group,,,
AwakeEventData/TSG41.AWAKE-TWO-SCREEN-MEAS/ValueAcquisition/floatValue,Dataset,float64,"(100,)",100
AwakeEventData/TSG41.AWAKE-XMPP-FFTFREQ,Group,,,
AwakeEventData/TSG41.AWAKE-XMPP-FFTFREQ/NameAcquisition,Group,,,
AwakeEventData/TSG41.AWAKE-XMPP-FFTFREQ/NameAcquisition/nameValue,Dataset,|S16,"(100,)",100
AwakeEventData/TSG41.AWAKE-XMPP-FFTFREQ/ValueAcquisition,Group,,,
AwakeEventData/TSG41.AWAKE-XMPP-FFTFREQ/ValueAcquisition/floatValue,Dataset,float64,"(100,)",100
AwakeEventData/TT41.AWAKE-PLASMA-SPECTRO-DOWN,Group,,,
AwakeEventData/TT41.AWAKE-PLASMA-SPECTRO-DOWN/FileRead,Group,,,
AwakeEventData/TT41.AWAKE-PLASMA-SPECTRO-DOWN/FileRead/dataAcquisitionTime,Dataset,int64,"(1,)",1
AwakeEventData/TT41.AWAKE-PLASMA-SPECTRO-DOWN/FileRead/dataAxis,Dataset,float64,"(3648,)",3648
AwakeEventData/TT41.AWAKE-PLASMA-SPECTRO-DOWN/FileRead/dataValue,Dataset,float64,"(3648,)",3648
AwakeEventData/TT41.AWAKE-PLASMA-SPECTRO-DOWN/FileRead/fileCount,Dataset,int32,"(1,)",1
AwakeEventData/TT41.AWAKE-PLASMA-SPECTRO-DOWN/FileRead/fileName,Dataset,|S44,"(1,)",1
AwakeEventData/TT41.AWAKE-PLASMA-SPECTRO-DOWN/FileRead/fileReadDelay,Dataset,int64,"(1,)",1
AwakeEventData/TT41.AWAKE-PLASMA-SPECTRO-DOWN/FileRead/fileTime,Dataset,int64,"(1,)",1
AwakeEventData/TT41.AWAKE-PLASMA-SPECTRO-DOWN/FileRead/headerName,Dataset,|S32,"(11,)",11
AwakeEventData/TT41.AWAKE-PLASMA-SPECTRO-DOWN/FileRead/headerValue,Dataset,|S28,"(11,)",11
AwakeEventData/TT41.AWAKE-PLASMA-SPECTRO-DOWN/FileRead/nPixels,Dataset,int32,"(1,)",1
AwakeEventData/TT41.AWAKE-PLASMA-SPECTRO-UP,Group,,,
AwakeEventData/TT41.AWAKE-PLASMA-SPECTRO-UP/FileRead,Group,,,
AwakeEventData/TT41.AWAKE-PLASMA-SPECTRO-UP/FileRead/dataAcquisitionTime,Dataset,int64,"(1,)",1
AwakeEventData/TT41.AWAKE-PLASMA-SPECTRO-UP/FileRead/dataAxis,Dataset,float64,"(3648,)",3648
AwakeEventData/TT41.AWAKE-PLASMA-SPECTRO-UP/FileRead/dataValue,Dataset,float64,"(3648,)",3648
AwakeEventData/TT41.AWAKE-PLASMA-SPECTRO-UP/FileRead/fileCount,Dataset,int32,"(1,)",1
AwakeEventData/TT41.AWAKE-PLASMA-SPECTRO-UP/FileRead/fileName,Dataset,|S43,"(1,)",1
AwakeEventData/TT41.AWAKE-PLASMA-SPECTRO-UP/FileRead/fileReadDelay,Dataset,int64,"(1,)",1
AwakeEventData/TT41.AWAKE-PLASMA-SPECTRO-UP/FileRead/fileTime,Dataset,int64,"(1,)",1
AwakeEventData/TT41.AWAKE-PLASMA-SPECTRO-UP/FileRead/headerName,Dataset,|S32,"(11,)",11
AwakeEventData/TT41.AWAKE-PLASMA-SPECTRO-UP/FileRead/headerValue,Dataset,|S28,"(11,)",11
AwakeEventData/TT41.AWAKE-PLASMA-SPECTRO-UP/FileRead/nPixels,Dataset,int32,"(1,)",1
AwakeEventData/TT41.AWAKE-eBLM-pico1,Group,,,
AwakeEventData/TT41.AWAKE-eBLM-pico1/FileRead,Group,,,
AwakeEventData/TT41.AWAKE-eBLM-pico1/FileRead/FileTime,Dataset,int64,"(1,)",1
AwakeEventData/TT41.AWAKE-eBLM-pico1/FileRead/dataAcquisitionTime,Dataset,int64,"(1,)",1
AwakeEventData/TT41.AWAKE-eBLM-pico1/FileRead/dataAxis,Dataset,float64,"(785,)",785
AwakeEventData/TT41.AWAKE-eBLM-pico1/FileRead/dataValue1,Dataset,float64,"(785,)",785
AwakeEventData/TT41.AWAKE-eBLM-pico1/FileRead/dataValue2,Dataset,float64,"(785,)",785
AwakeEventData/TT41.AWAKE-eBLM-pico1/FileRead/dataValue3,Dataset,float64,"(785,)",785
AwakeEventData/TT41.AWAKE-eBLM-pico1/FileRead/dataValue4,Dataset,float64,"(785,)",785
AwakeEventData/TT41.AWAKE-eBLM-pico1/FileRead/fileCount,Dataset,int32,"(1,)",1
AwakeEventData/TT41.AWAKE-eBLM-pico1/FileRead/fileName,Dataset,|S17,"(1,)",1
AwakeEventData/TT41.AWAKE-eBLM-pico1/FileRead/fileReadDelay,Dataset,int64,"(1,)",1
AwakeEventData/TT41.AWAKE-eBLM-pico1/FileRead/headerName,Dataset,|S1,"(100,)",100
AwakeEventData/TT41.AWAKE-eBLM-pico1/FileRead/headerValue,Dataset,|S1,"(100,)",100
AwakeEventData/TT41.AWAKE-eBLM-pico1/FileRead/nPixels,Dataset,int32,"(1,)",1
AwakeEventData/TT41.AWAKE-eBLM-pico2,Group,,,
AwakeEventData/TT41.AWAKE-eBLM-pico2/FileRead,Group,,,
AwakeEventData/TT41.AWAKE-eBLM-pico2/FileRead/FileTime,Dataset,int64,"(1,)",1
AwakeEventData/TT41.AWAKE-eBLM-pico2/FileRead/dataAcquisitionTime,Dataset,int64,"(1,)",1
AwakeEventData/TT41.AWAKE-eBLM-pico2/FileRead/dataAxis,Dataset,float64,"(785,)",785
AwakeEventData/TT41.AWAKE-eBLM-pico2/FileRead/dataValue1,Dataset,float64,"(785,)",785
AwakeEventData/TT41.AWAKE-eBLM-pico2/FileRead/dataValue2,Dataset,float64,"(785,)",785
AwakeEventData/TT41.AWAKE-eBLM-pico2/FileRead/dataValue3,Dataset,float64,"(785,)",785
AwakeEventData/TT41.AWAKE-eBLM-pico2/FileRead/dataValue4,Dataset,float64,"(785,)",785
AwakeEventData/TT41.AWAKE-eBLM-pico2/FileRead/fileCount,Dataset,int32,"(1,)",1
AwakeEventData/TT41.AWAKE-eBLM-pico2/FileRead/fileName,Dataset,|S17,"(1,)",1
AwakeEventData/TT41.AWAKE-eBLM-pico2/FileRead/fileReadDelay,Dataset,int64,"(1,)",1
AwakeEventData/TT41.AWAKE-eBLM-pico2/FileRead/headerName,Dataset,|S1,"(100,)",100
AwakeEventData/TT41.AWAKE-eBLM-pico2/FileRead/headerValue,Dataset,|S1,"(100,)",100
AwakeEventData/TT41.AWAKE-eBLM-pico2/FileRead/nPixels,Dataset,int32,"(1,)",1
AwakeEventData/TT41.AWAKE-eBLM-pico3,Group,,,
AwakeEventData/TT41.AWAKE-eBLM-pico3/FileRead,Group,,,
AwakeEventData/TT41.AWAKE-eBLM-pico3/FileRead/FileTime,Dataset,int64,"(1,)",1
AwakeEventData/TT41.AWAKE-eBLM-pico3/FileRead/dataAcquisitionTime,Dataset,int64,"(1,)",1
AwakeEventData/TT41.AWAKE-eBLM-pico3/FileRead/dataAxis,Dataset,float64,"(785,)",785
AwakeEventData/TT41.AWAKE-eBLM-pico3/FileRead/dataValue1,Dataset,float64,"(785,)",785
AwakeEventData/TT41.AWAKE-eBLM-pico3/FileRead/dataValue2,Dataset,float64,"(785,)",785
AwakeEventData/TT41.AWAKE-eBLM-pico3/FileRead/dataValue3,Dataset,float64,"(785,)",785
AwakeEventData/TT41.AWAKE-eBLM-pico3/FileRead/dataValue4,Dataset,float64,"(785,)",785
AwakeEventData/TT41.AWAKE-eBLM-pico3/FileRead/fileCount,Dataset,int32,"(1,)",1
AwakeEventData/TT41.AWAKE-eBLM-pico3/FileRead/fileName,Dataset,|S17,"(1,)",1
AwakeEventData/TT41.AWAKE-eBLM-pico3/FileRead/fileReadDelay,Dataset,int64,"(1,)",1
AwakeEventData/TT41.AWAKE-eBLM-pico3/FileRead/headerName,Dataset,|S1,"(100,)",100
AwakeEventData/TT41.AWAKE-eBLM-pico3/FileRead/headerValue,Dataset,|S1,"(100,)",100
AwakeEventData/TT41.AWAKE-eBLM-pico3/FileRead/nPixels,Dataset,int32,"(1,)",1
AwakeEventData/TT41.BCTF.412340,Group,,,
AwakeEventData/TT41.BCTF.412340/Acquisition,Group,,,
AwakeEventData/TT41.BCTF.412340/Acquisition/acqTime,Dataset,|S26,"(1,)",1
AwakeEventData/TT41.BCTF.412340/Acquisition/beamDestinationStr,Dataset,|S5,"(1,)",1
AwakeEventData/TT41.BCTF.412340/Acquisition/beamID,Dataset,int32,"(1,)",1
AwakeEventData/TT41.BCTF.412340/Acquisition/calResultCh1,Dataset,int32,"(2,)",2
AwakeEventData/TT41.BCTF.412340/Acquisition/calResultCh2,Dataset,int32,"(2,)",2
AwakeEventData/TT41.BCTF.412340/Acquisition/calStatusCh1,Dataset,int16,"(1,)",1
AwakeEventData/TT41.BCTF.412340/Acquisition/calStatusCh2,Dataset,int16,"(1,)",1
AwakeEventData/TT41.BCTF.412340/Acquisition/calibrationFactorCh1,Dataset,float32,"(1,)",1
AwakeEventData/TT41.BCTF.412340/Acquisition/calibrationFactorCh2,Dataset,float32,"(1,)",1
AwakeEventData/TT41.BCTF.412340/Acquisition/calibratorIMeasuredCh1,Dataset,float32,"(1,)",1
AwakeEventData/TT41.BCTF.412340/Acquisition/calibratorIMeasuredCh2,Dataset,float32,"(1,)",1
AwakeEventData/TT41.BCTF.412340/Acquisition/calibratorVActual,Dataset,float32,"(1,)",1
AwakeEventData/TT41.BCTF.412340/Acquisition/commonStatus,Dataset,int16,"(1,)",1
AwakeEventData/TT41.BCTF.412340/Acquisition/cycleTime,Dataset,|S26,"(1,)",1
AwakeEventData/TT41.BCTF.412340/Acquisition/descriptionCh1,Dataset,|S1,"(1,)",1
AwakeEventData/TT41.BCTF.412340/Acquisition/descriptionCh2,Dataset,|S1,"(1,)",1
AwakeEventData/TT41.BCTF.412340/Acquisition/inputOffsetCh1,Dataset,int32,"(1,)",1
AwakeEventData/TT41.BCTF.412340/Acquisition/inputOffsetCh2,Dataset,int32,"(1,)",1
AwakeEventData/TT41.BCTF.412340/Acquisition/measResultCh1,Dataset,int32,"(32,)",32
AwakeEventData/TT41.BCTF.412340/Acquisition/measResultCh2,Dataset,int32,"(32,)",32
AwakeEventData/TT41.BCTF.412340/Acquisition/measStatusCh1,Dataset,int16,"(1,)",1
AwakeEventData/TT41.BCTF.412340/Acquisition/measStatusCh2,Dataset,int16,"(1,)",1
AwakeEventData/TT41.BCTF.412340/Acquisition/nbOfMeas,Dataset,int32,"(1,)",1
AwakeEventData/TT41.BCTF.412340/Acquisition/totalCurrentPreferred,Dataset,float32,"(1,)",1
AwakeEventData/TT41.BCTF.412340/Acquisition/totalIntensityAutoCh1,Dataset,float32,"(1,)",1
AwakeEventData/TT41.BCTF.412340/Acquisition/totalIntensityAutoCh2,Dataset,float32,"(1,)",1
AwakeEventData/TT41.BCTF.412340/Acquisition/totalIntensityCalcCh1,Dataset,float32,"(1,)",1
AwakeEventData/TT41.BCTF.412340/Acquisition/totalIntensityCalcCh2,Dataset,float32,"(1,)",1
AwakeEventData/TT41.BCTF.412340/Acquisition/totalIntensityPreferred,Dataset,float32,"(1,)",1
AwakeEventData/TT41.BCTF.412340/Acquisition/totalIntensity_unit,Dataset,int32,"(1,)",1
AwakeEventData/TT41.BCTF.412340/Acquisition/totalIntensity_unitExponent,Dataset,int32,"(1,)",1
AwakeEventData/TT41.BPM.412343,Group,,,
AwakeEventData/TT41.BPM.412343/Acquisition,Group,,,
AwakeEventData/TT41.BPM.412343/Acquisition/horAvePos,Dataset,float32,"(1,)",1
AwakeEventData/TT41.BPM.412343/Acquisition/horPos,Dataset,float32,"(12,)",12
AwakeEventData/TT41.BPM.412343/Acquisition/posOK,Dataset,TypeError,"(1,)",1
AwakeEventData/TT41.BPM.412343/Acquisition/sigma,Dataset,int32,"(12,)",12
AwakeEventData/TT41.BPM.412343/Acquisition/sigmaAvePos,Dataset,float32,"(1,)",1
AwakeEventData/TT41.BPM.412343/Acquisition/spsExtraction,Dataset,bool,(),1
AwakeEventData/TT41.BPM.412343/Acquisition/spsExtractionIndex,Dataset,int32,"(1,)",1
AwakeEventData/TT41.BPM.412343/Acquisition/verAvePos,Dataset,float32,"(1,)",1
AwakeEventData/TT41.BPM.412343/Acquisition/verPos,Dataset,float32,"(12,)",12
AwakeEventData/TT41.BPM.412345,Group,,,
AwakeEventData/TT41.BPM.412345/Acquisition,Group,,,
AwakeEventData/TT41.BPM.412345/Acquisition/horAvePos,Dataset,float32,"(1,)",1
AwakeEventData/TT41.BPM.412345/Acquisition/horPos,Dataset,float32,"(12,)",12
AwakeEventData/TT41.BPM.412345/Acquisition/posOK,Dataset,TypeError,"(1,)",1
AwakeEventData/TT41.BPM.412345/Acquisition/sigma,Dataset,int32,"(12,)",12
AwakeEventData/TT41.BPM.412345/Acquisition/sigmaAvePos,Dataset,float32,"(1,)",1
AwakeEventData/TT41.BPM.412345/Acquisition/spsExtraction,Dataset,bool,(),1
AwakeEventData/TT41.BPM.412345/Acquisition/spsExtractionIndex,Dataset,int32,"(1,)",1
AwakeEventData/TT41.BPM.412345/Acquisition/verAvePos,Dataset,float32,"(1,)",1
AwakeEventData/TT41.BPM.412345/Acquisition/verPos,Dataset,float32,"(12,)",12
AwakeEventData/TT41.BPM.412347,Group,,,
AwakeEventData/TT41.BPM.412347/Acquisition,Group,,,
AwakeEventData/TT41.BPM.412347/Acquisition/horAvePos,Dataset,float32,"(1,)",1
AwakeEventData/TT41.BPM.412347/Acquisition/horPos,Dataset,float32,"(12,)",12
AwakeEventData/TT41.BPM.412347/Acquisition/posOK,Dataset,TypeError,"(1,)",1
AwakeEventData/TT41.BPM.412347/Acquisition/sigma,Dataset,int32,"(12,)",12
AwakeEventData/TT41.BPM.412347/Acquisition/sigmaAvePos,Dataset,float32,"(1,)",1
AwakeEventData/TT41.BPM.412347/Acquisition/spsExtraction,Dataset,bool,(),1
AwakeEventData/TT41.BPM.412347/Acquisition/spsExtractionIndex,Dataset,int32,"(1,)",1
AwakeEventData/TT41.BPM.412347/Acquisition/verAvePos,Dataset,float32,"(1,)",1
AwakeEventData/TT41.BPM.412347/Acquisition/verPos,Dataset,float32,"(12,)",12
AwakeEventData/TT41.BPM.412349,Group,,,
AwakeEventData/TT41.BPM.412349/Acquisition,Group,,,
AwakeEventData/TT41.BPM.412349/Acquisition/horAvePos,Dataset,float32,"(1,)",1
AwakeEventData/TT41.BPM.412349/Acquisition/horPos,Dataset,float32,"(12,)",12
AwakeEventData/TT41.BPM.412349/Acquisition/posOK,Dataset,TypeError,"(1,)",1
AwakeEventData/TT41.BPM.412349/Acquisition/sigma,Dataset,int32,"(12,)",12
AwakeEventData/TT41.BPM.412349/Acquisition/sigmaAvePos,Dataset,float32,"(1,)",1
AwakeEventData/TT41.BPM.412349/Acquisition/spsExtraction,Dataset,bool,(),1
AwakeEventData/TT41.BPM.412349/Acquisition/spsExtractionIndex,Dataset,int32,"(1,)",1
AwakeEventData/TT41.BPM.412349/Acquisition/verAvePos,Dataset,float32,"(1,)",1
AwakeEventData/TT41.BPM.412349/Acquisition/verPos,Dataset,float32,"(12,)",12
AwakeEventData/TT41.BPM.412349_HF,Group,,,
AwakeEventData/TT41.BPM.412349_HF/Acquisition,Group,,,
AwakeEventData/TT41.BPM.412349_HF/Acquisition/horAvePos,Dataset,float32,"(1,)",1
AwakeEventData/TT41.BPM.412349_HF/Acquisition/horPos,Dataset,float32,"(12,)",12
AwakeEventData/TT41.BPM.412349_HF/Acquisition/posOK,Dataset,TypeError,"(0,)",0
AwakeEventData/TT41.BPM.412349_HF/Acquisition/sigma,Dataset,int32,"(12,)",12
AwakeEventData/TT41.BPM.412349_HF/Acquisition/sigmaAvePos,Dataset,float32,"(1,)",1
AwakeEventData/TT41.BPM.412349_HF/Acquisition/spsExtraction,Dataset,bool,(),1
AwakeEventData/TT41.BPM.412349_HF/Acquisition/spsExtractionIndex,Dataset,int32,"(1,)",1
AwakeEventData/TT41.BPM.412349_HF/Acquisition/verAvePos,Dataset,float32,"(1,)",1
AwakeEventData/TT41.BPM.412349_HF/Acquisition/verPos,Dataset,float32,"(12,)",12
AwakeEventData/TT41.BPM.412351,Group,,,
AwakeEventData/TT41.BPM.412351/Acquisition,Group,,,
AwakeEventData/TT41.BPM.412351/Acquisition/horAvePos,Dataset,float32,"(1,)",1
AwakeEventData/TT41.BPM.412351/Acquisition/horPos,Dataset,float32,"(12,)",12
AwakeEventData/TT41.BPM.412351/Acquisition/posOK,Dataset,TypeError,"(1,)",1
AwakeEventData/TT41.BPM.412351/Acquisition/sigma,Dataset,int32,"(12,)",12
AwakeEventData/TT41.BPM.412351/Acquisition/sigmaAvePos,Dataset,float32,"(1,)",1
AwakeEventData/TT41.BPM.412351/Acquisition/spsExtraction,Dataset,bool,(),1
AwakeEventData/TT41.BPM.412351/Acquisition/spsExtractionIndex,Dataset,int32,"(1,)",1
AwakeEventData/TT41.BPM.412351/Acquisition/verAvePos,Dataset,float32,"(1,)",1
AwakeEventData/TT41.BPM.412351/Acquisition/verPos,Dataset,float32,"(12,)",12
AwakeEventData/TT41.BPM.412351_HF,Group,,,
AwakeEventData/TT41.BPM.412351_HF/Acquisition,Group,,,
AwakeEventData/TT41.BPM.412351_HF/Acquisition/horAvePos,Dataset,float32,"(1,)",1
AwakeEventData/TT41.BPM.412351_HF/Acquisition/horPos,Dataset,float32,"(12,)",12
AwakeEventData/TT41.BPM.412351_HF/Acquisition/posOK,Dataset,TypeError,"(0,)",0
AwakeEventData/TT41.BPM.412351_HF/Acquisition/sigma,Dataset,int32,"(12,)",12
AwakeEventData/TT41.BPM.412351_HF/Acquisition/sigmaAvePos,Dataset,float32,"(1,)",1
AwakeEventData/TT41.BPM.412351_HF/Acquisition/spsExtraction,Dataset,bool,(),1
AwakeEventData/TT41.BPM.412351_HF/Acquisition/spsExtractionIndex,Dataset,int32,"(1,)",1
AwakeEventData/TT41.BPM.412351_HF/Acquisition/verAvePos,Dataset,float32,"(1,)",1
AwakeEventData/TT41.BPM.412351_HF/Acquisition/verPos,Dataset,float32,"(12,)",12
AwakeEventData/TT41.BTV.412350,Group,,,
AwakeEventData/TT41.BTV.412350/Acquisition,Group,,,
AwakeEventData/TT41.BTV.412350/Acquisition/acqCounter,Dataset,int32,"(1,)",1
AwakeEventData/TT41.BTV.412350/Acquisition/acqDesc,Dataset,|S7,"(1,)",1
AwakeEventData/TT41.BTV.412350/Acquisition/acqMsg,Dataset,|S2,"(1,)",1
AwakeEventData/TT41.BTV.412350/Acquisition/acqState,Dataset,int32,"(1,)",1
AwakeEventData/TT41.BTV.412350/Acquisition/acqTime,Dataset,|S26,"(1,)",1
AwakeEventData/TT41.BTV.412350/Acquisition/acqTimeInCycle,Dataset,float64,"(1,)",1
AwakeEventData/TT41.BTV.412350/Acquisition/amplitudeSet1,Dataset,float64,"(1,)",1
AwakeEventData/TT41.BTV.412350/Acquisition/amplitudeSet2,Dataset,float64,"(1,)",1
AwakeEventData/TT41.BTV.412350/Acquisition/beamID,Dataset,int32,"(1,)",1
AwakeEventData/TT41.BTV.412350/Acquisition/cameraOffset,Dataset,int16,"(1,)",1
AwakeEventData/TT41.BTV.412350/Acquisition/cameraOffset_max,Dataset,int16,"(1,)",1
AwakeEventData/TT41.BTV.412350/Acquisition/cameraOffset_min,Dataset,int16,"(1,)",1
AwakeEventData/TT41.BTV.412350/Acquisition/cameraSwitch,Dataset,int32,"(1,)",1
AwakeEventData/TT41.BTV.412350/Acquisition/cameraZoom,Dataset,int32,"(1,)",1
AwakeEventData/TT41.BTV.412350/Acquisition/cycleTime,Dataset,|S26,"(1,)",1
AwakeEventData/TT41.BTV.412350/Acquisition/descSet1,Dataset,|S21,"(1,)",1
AwakeEventData/TT41.BTV.412350/Acquisition/descSet2,Dataset,|S19,"(1,)",1
AwakeEventData/TT41.BTV.412350/Acquisition/deviceName,Dataset,|S15,"(1,)",1
AwakeEventData/TT41.BTV.412350/Acquisition/filterSelect,Dataset,int32,"(1,)",1
AwakeEventData/TT41.BTV.412350/Acquisition/filterSelectStr,Dataset,|S9,"(4,)",4
AwakeEventData/TT41.BTV.412350/Acquisition/filterSelect_max,Dataset,int32,"(1,)",1
AwakeEventData/TT41.BTV.412350/Acquisition/filterSelect_min,Dataset,int32,"(1,)",1
AwakeEventData/TT41.BTV.412350/Acquisition/firstLamp,Dataset,int16,"(1,)",1
AwakeEventData/TT41.BTV.412350/Acquisition/firstLamp_max,Dataset,int16,"(1,)",1
AwakeEventData/TT41.BTV.412350/Acquisition/firstLamp_min,Dataset,int16,"(1,)",1
AwakeEventData/TT41.BTV.412350/Acquisition/leftBottomReference,Dataset,int16,"(2,)",2
AwakeEventData/TT41.BTV.412350/Acquisition/leftTopReference,Dataset,int16,"(2,)",2
AwakeEventData/TT41.BTV.412350/Acquisition/mire,Dataset,int32,"(1,)",1
AwakeEventData/TT41.BTV.412350/Acquisition/nbAcq,Dataset,int32,"(1,)",1
AwakeEventData/TT41.BTV.412350/Acquisition/nbDataSets,Dataset,int32,"(1,)",1
AwakeEventData/TT41.BTV.412350/Acquisition/nbGates,Dataset,int32,"(1,)",1
AwakeEventData/TT41.BTV.412350/Acquisition/nbPtsPerProjInSet1,Dataset,int32,"(1,)",1
AwakeEventData/TT41.BTV.412350/Acquisition/nbPtsPerProjInSet2,Dataset,int32,"(1,)",1
